ID,simSEED,sampleSEED,rms,noiseSIGMA,bendfreq,lowalpha,highalpha,sharpness,WINDOWwidth,NightsperWINDOW,OBSperiod,NumofWINDOW,dataLOSSfrac
1127.0,31245.0,70457.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1128.0,23492.0,694.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1129.0,19692.0,28737.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1130.0,87148.0,2217.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1131.0,95714.0,96660.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1132.0,34428.0,39214.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1133.0,33505.0,43855.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1134.0,2144.0,57930.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1135.0,92425.0,28324.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1136.0,76310.0,59.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1137.0,65640.0,84511.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1138.0,73690.0,23605.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1139.0,6976.0,33993.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1140.0,20791.0,58488.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1141.0,51879.0,66065.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1142.0,74112.0,95896.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1143.0,8424.0,76922.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1144.0,30990.0,29725.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1145.0,9078.0,72961.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1146.0,44776.0,34265.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1147.0,75636.0,87945.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1148.0,63095.0,31008.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1149.0,84305.0,60504.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1150.0,28117.0,68903.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1151.0,14165.0,8215.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1152.0,28556.0,18858.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1153.0,21738.0,41257.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1154.0,64068.0,2171.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1155.0,31660.0,52222.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1156.0,44850.0,82881.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1157.0,19198.0,16523.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1158.0,32902.0,92065.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1159.0,9752.0,64830.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1160.0,5886.0,1412.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1161.0,76210.0,56139.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1162.0,45137.0,29930.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1163.0,47670.0,84533.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1164.0,69417.0,39586.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1165.0,10644.0,48695.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1166.0,61779.0,44681.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1167.0,6507.0,78654.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1168.0,80722.0,79561.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1169.0,36761.0,17031.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1170.0,42121.0,3343.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1171.0,80522.0,39948.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1172.0,28591.0,72971.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1173.0,5755.0,45493.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1174.0,85260.0,13298.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1175.0,85291.0,53581.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1176.0,79780.0,45327.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1177.0,3907.0,57889.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1178.0,21289.0,44460.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1179.0,43967.0,62828.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1180.0,32220.0,5549.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1181.0,28949.0,28847.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1182.0,35971.0,26099.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1183.0,14923.0,92180.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1184.0,57958.0,3082.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1185.0,9675.0,11216.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1186.0,22806.0,44489.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1187.0,74157.0,28957.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1188.0,61248.0,21496.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1189.0,59104.0,61450.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1190.0,84262.0,78557.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1191.0,74646.0,18892.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1192.0,8069.0,62094.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1193.0,78731.0,48746.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1194.0,96005.0,92364.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1195.0,76998.0,57766.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1196.0,18471.0,56954.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1197.0,53663.0,90435.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1198.0,95358.0,68383.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1199.0,60051.0,28173.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,90.0,40,12,6,0.2
1200.0,24411.0,22633.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1201.0,71294.0,14963.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1202.0,46272.0,31962.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1203.0,49208.0,96074.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1204.0,43313.0,77437.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1205.0,73752.0,9499.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1206.0,10616.0,7479.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1207.0,85456.0,25942.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1208.0,28910.0,43992.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1209.0,24503.0,39883.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1210.0,70156.0,72.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1211.0,17004.0,32517.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1212.0,77256.0,72580.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1213.0,20445.0,88701.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1214.0,62284.0,47657.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1215.0,34579.0,7391.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1216.0,89982.0,79554.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1217.0,9898.0,24859.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1218.0,32157.0,66122.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1219.0,26514.0,28961.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1220.0,67261.0,14840.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1221.0,80655.0,15281.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1222.0,68322.0,69908.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1223.0,28498.0,27596.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1224.0,79592.0,1288.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
1225.0,44372.0,82754.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,120.0,40,12,6,0.2
