ID,simSEED,sampleSEED,rms,noiseSIGMA,bendfreq,lowalpha,highalpha,sharpness,NumofWINDOW,NightsperWINDOW,OBSperiod,WINDOWwidth,dataLOSSfrac
1034.0,40142.0,14390.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1035.0,53434.0,4385.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1036.0,38310.0,93209.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1037.0,92195.0,18687.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1038.0,41466.0,77587.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1039.0,60982.0,81978.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1040.0,69976.0,33905.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1041.0,68820.0,86558.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1042.0,3506.0,44386.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1043.0,64634.0,8348.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1044.0,36753.0,94309.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1045.0,92368.0,53858.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1046.0,20837.0,52069.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1047.0,33630.0,42388.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1048.0,97607.0,76910.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1049.0,74221.0,21223.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1050.0,55764.0,22821.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1051.0,18694.0,32658.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1052.0,33800.0,89511.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1053.0,57470.0,62186.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1054.0,22520.0,70400.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1055.0,26043.0,97614.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1056.0,96975.0,39024.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1057.0,41726.0,33044.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1058.0,98437.0,17954.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1059.0,24206.0,4085.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1060.0,36554.0,91896.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1061.0,95610.0,95257.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1062.0,56311.0,33277.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1063.0,87205.0,79568.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1064.0,16104.0,13641.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1065.0,34989.0,12133.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1066.0,61705.0,35797.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1067.0,58985.0,49104.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1068.0,67296.0,61640.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1069.0,11166.0,31376.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1070.0,29766.0,11247.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1071.0,7779.0,74969.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1072.0,9352.0,88213.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1073.0,51971.0,24938.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1074.0,14000.0,59599.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1075.0,87068.0,48375.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1076.0,17614.0,71743.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1077.0,96767.0,99223.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1078.0,99608.0,13108.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1079.0,51389.0,81822.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1080.0,2213.0,13474.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1081.0,99728.0,49048.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1082.0,66553.0,67330.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1083.0,96885.0,20585.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1084.0,95113.0,4232.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1085.0,91513.0,9500.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1086.0,14348.0,43099.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1087.0,6026.0,29226.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1088.0,92966.0,79083.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1089.0,4915.0,64569.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1090.0,67819.0,34623.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1091.0,19926.0,69619.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1092.0,2021.0,31068.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1093.0,34862.0,50126.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1094.0,34715.0,55904.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1095.0,12372.0,95589.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1096.0,75974.0,42835.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1097.0,40384.0,77520.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1098.0,40895.0,21505.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1099.0,31031.0,73107.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,4.0,20,6,60,0.2
1100.0,48090.0,83055.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1101.0,59982.0,23885.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1102.0,95580.0,42170.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1103.0,86308.0,43423.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1104.0,7357.0,86838.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1105.0,33732.0,53853.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1106.0,45271.0,33642.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1107.0,95118.0,99339.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1108.0,61828.0,52748.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1109.0,12087.0,6630.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1110.0,60544.0,18.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1111.0,8782.0,92889.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1112.0,6843.0,73654.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1113.0,60661.0,15894.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1114.0,96092.0,11139.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1115.0,30568.0,40665.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1116.0,39030.0,34305.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1117.0,78037.0,57001.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1118.0,11552.0,69053.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1119.0,60026.0,42701.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1120.0,98252.0,20179.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1121.0,20924.0,94725.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1122.0,60784.0,62190.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1123.0,97456.0,42509.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1124.0,51398.0,59598.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1125.0,16491.0,96478.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1126.0,56853.0,90315.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1127.0,13677.0,90708.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1128.0,24482.0,50165.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1129.0,4490.0,72825.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1130.0,11483.0,826.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1131.0,22472.0,72470.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1132.0,23744.0,61339.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1133.0,69357.0,82275.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1134.0,40142.0,14390.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1135.0,53434.0,4385.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1136.0,38310.0,93209.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1137.0,92195.0,18687.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1138.0,41466.0,77587.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1139.0,60982.0,81978.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1140.0,69976.0,33905.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1141.0,68820.0,86558.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1142.0,3506.0,44386.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1143.0,64634.0,8348.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1144.0,36753.0,94309.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1145.0,92368.0,53858.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1146.0,20837.0,52069.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1147.0,33630.0,42388.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1148.0,97607.0,76910.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1149.0,74221.0,21223.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1150.0,55764.0,22821.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1151.0,18694.0,32658.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1152.0,33800.0,89511.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1153.0,57470.0,62186.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1154.0,22520.0,70400.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1155.0,26043.0,97614.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1156.0,96975.0,39024.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1157.0,41726.0,33044.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1158.0,98437.0,17954.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1159.0,24206.0,4085.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1160.0,36554.0,91896.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1161.0,95610.0,95257.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1162.0,56311.0,33277.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1163.0,87205.0,79568.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1164.0,16104.0,13641.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1165.0,34989.0,12133.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1166.0,61705.0,35797.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1167.0,58985.0,49104.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1168.0,67296.0,61640.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1169.0,11166.0,31376.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1170.0,29766.0,11247.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1171.0,7779.0,74969.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1172.0,9352.0,88213.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1173.0,51971.0,24938.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1174.0,14000.0,59599.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1175.0,87068.0,48375.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1176.0,17614.0,71743.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1177.0,96767.0,99223.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1178.0,99608.0,13108.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1179.0,51389.0,81822.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1180.0,2213.0,13474.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1181.0,99728.0,49048.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1182.0,66553.0,67330.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1183.0,96885.0,20585.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1184.0,95113.0,4232.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1185.0,91513.0,9500.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1186.0,14348.0,43099.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1187.0,6026.0,29226.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1188.0,92966.0,79083.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1189.0,4915.0,64569.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1190.0,67819.0,34623.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1191.0,19926.0,69619.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1192.0,2021.0,31068.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1193.0,34862.0,50126.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1194.0,34715.0,55904.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1195.0,12372.0,95589.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1196.0,75974.0,42835.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1197.0,40384.0,77520.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1198.0,40895.0,21505.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1199.0,31031.0,73107.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,5.0,20,6,60,0.2
1200.0,48090.0,83055.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1201.0,59982.0,23885.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1202.0,95580.0,42170.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1203.0,86308.0,43423.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1204.0,7357.0,86838.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1205.0,33732.0,53853.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1206.0,45271.0,33642.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1207.0,95118.0,99339.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1208.0,61828.0,52748.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1209.0,12087.0,6630.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1210.0,60544.0,18.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1211.0,8782.0,92889.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1212.0,6843.0,73654.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1213.0,60661.0,15894.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1214.0,96092.0,11139.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1215.0,30568.0,40665.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1216.0,39030.0,34305.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1217.0,78037.0,57001.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1218.0,11552.0,69053.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1219.0,60026.0,42701.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1220.0,98252.0,20179.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1221.0,20924.0,94725.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1222.0,60784.0,62190.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1223.0,97456.0,42509.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1224.0,51398.0,59598.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
1225.0,16491.0,96478.0,0.15,0.015,0.0027397260273972603,-1.0,-3.0,10.0,6.0,20,6,60,0.2
